user_id,user_categories,user_shops,user_brands,user_intentions,user_profile,user_group,user_gender,user_age,user_consumption_1,user_consumption_2,user_is_occupied,user_geography,item_id,item_category,item_shop,item_intention,item_brand,user_item_categories,user_item_shops,user_item_brands,user_item_intentions,position,click,conversion
359787,451886,834433,3562237,3926267,,,,,,,,,4610863,8317003,8980035,9026108,9341353,9355233,,,10037712,9351665,0,0
368246,451535,2471774,3506519,3910962,3438749,3438758,3438768,3438775,3438778,3438782,3864885,3864888,5000108,8315678,8838356,9037367,9168659,9353999,,,,9351666,0,0
156678,449070,1097796,3520623,3959567,3438658,3438765,3438768,3438771,,3438782,3864885,,7763210,8316758,8435481,9083449,9214787,,,,,9351665,0,0
362633,450841,1946170,3791470,3922744,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864890,4858323,8317503,8628933,9062292,9312549,,,,,9351666,0,0
54605,452512,1415617,3467036,3951553,3438658,3438758,3438768,3438775,3438778,3438782,3864885,,6208408,8315367,8884206,9084961,9288953,9353698,,,,9351666,0,0
422015,449090,1251114,3757440,3881427,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,4968840,8320790,8546350,9096219,9201938,9358696,,,10060213,9351665,0,0
236350,446478,1241269,3655081,3910830,3438658,3438760,3438769,3438772,,3438782,3864885,,8022657,8316856,8743049,9078967,,9355093,9646900,,10023513,9351666,0,0
111898,445232,3055843,3742601,3942526,3438703,3438760,3438769,3438772,3438777,3438782,3864886,3864888,6461807,8315277,8496877,9056752,9241143,9353609,,,10064820,9351666,0,0
109626,449111,807924,3749121,3941161,,,,,,,,,5061770,8316590,8941005,9047560,9253757,9354837,9780149,9930440,10048616,9351666,0,0
217232,451849,3316148,3768784,3897837,3438658,3438759,3438768,3438776,,3438780,3864885,,7038273,8316885,8952595,9060132,9202448,9355122,,,10083400,9351665,0,0
232243,451033,2275895,3517558,3959382,3438658,3438760,3438769,3438772,,3438782,3864885,3864887,7619252,8316589,8963967,9108803,9185652,9354836,,9882067,,9351665,0,0
320681,451211,2649213,3562017,3896227,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864889,5276610,8315540,8428382,9100264,9332599,9353864,,,,9351665,0,0
373930,449112,951762,3443934,3941161,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864890,7094499,8316595,8407665,9070330,9252545,9354842,,,,9351665,0,0
221852,456148,1080387,3612929,3901665,3438737,3438757,3438768,3438774,3438778,3438782,3864885,3864888,6330193,8316595,8919354,9079914,9183673,9354842,,,10060381,9351665,0,0
213729,450704,2743344,3444842,3916231,3438738,3438757,3438768,3438774,3438778,3438782,3864885,3864889,6450238,8317095,8926343,9070800,,9355325,,,,9351666,0,0
117567,449113,1010647,3664851,3894568,,,,,,,,,7931514,8317499,8361288,9084087,9231482,9355716,9386505,9914424,,9351665,0,0
83832,445170,691810,3438819,3931745,3438684,3438762,3438769,3438774,3438778,3438782,3864885,3864887,7212270,8315494,8788544,9050838,9307415,9353819,9677687,,10047426,9351665,0,0
425262,449360,725272,3668549,3963262,3438658,3438761,3438769,3438773,,3438782,3864885,3864890,5304423,8313905,8462483,9071306,9138294,9352435,,,10068132,9351666,0,0
199120,455481,527967,3569256,3911415,3438666,3438761,3438769,3438773,3438777,3438782,3864885,3864888,5012297,8315286,8936865,9020346,9259656,9353618,9777318,9934535,10039536,9351665,0,0
156298,450895,1180060,3773385,3911728,3438658,3438760,3438769,3438772,,3438782,3864885,3864889,6729709,8315494,8445635,9100197,,9353819,,,10074584,9351665,0,0
222879,450837,2407992,3733606,3868789,3438658,3438757,3438768,3438774,,3438781,3864885,,7679293,8316886,8356913,9063000,,9355123,9383526,,10042047,9351666,0,0
134062,451033,1125995,3614125,3911728,3438749,3438758,3438768,3438775,3438778,3438782,3864885,3864888,7299885,8317312,8426815,9024226,9204650,9355531,9431651,9895530,,9351666,0,0
253392,451246,1993614,3558575,3956383,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,7747978,8317950,8455233,9070110,,,,,,9351665,0,0
260772,451663,3010164,3705040,3894894,3438746,3438758,3438768,3438775,3438777,3438782,3864885,3864889,5033155,8315493,8322945,9107420,9145818,9353818,,,,9351666,0,0
113343,451034,2645713,3612929,3911728,,,,,,,,,7907261,8316589,8978948,9052963,9124424,9354836,,,,9351666,0,0
7003,450837,3197079,3711563,3941161,3438658,3438760,3438769,3438772,,3438782,3864885,3864888,7770241,8317499,8434223,9112685,,9355716,9436703,,10056259,9351666,0,0
136055,453545,477016,3864486,3878387,3438720,3438767,3438768,3438773,3438777,3438782,3864885,3864889,6013284,8320941,8696457,9047779,9249610,,,,,9351666,0,0
360642,445995,527967,3477522,3949143,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,7589211,8313131,8541394,9098686,,,,,,9351665,0,0
298688,449948,947741,3464885,3949096,3438658,3438767,3438768,3438773,,3438782,3864885,3864888,7908470,8317261,8713801,9082511,9151999,9355480,,9857569,,9351665,0,0
318915,451092,1949431,3557793,3911729,3438697,3438763,3438769,3438775,3438778,3438782,3864885,3864888,5176628,8320785,8675225,9080725,,,,,,9351666,0,0
10350,449098,1341206,3711563,3949143,3438658,3438756,3438769,3438771,,3438782,3864885,,7426254,8316886,8493878,9063570,,9355123,,,10027084,9351666,0,0
339303,449928,1134376,3552119,3912033,3438658,3438766,3438768,3438772,,3438780,3864885,,5633882,8317014,8948592,9079395,9155372,9355244,9785411,9860057,,9351666,0,0
2065,451999,2926097,3456296,3942526,3438658,3438760,3438769,3438772,3438777,3438782,3864885,,6398639,8316795,8640718,9019316,,,,,,9351666,0,0
268141,455911,1259574,3697351,3947927,3438658,3438767,3438768,3438773,,3438782,3864885,,5004169,8317006,8887117,9064965,9294905,,,,,9351666,0,0
291507,450879,1572942,3636703,3877392,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864890,7591703,8320804,8795757,9027320,9319321,,,,,9351666,0,0
71890,456677,632174,3683454,3959382,,,,,,,,,4923430,8314829,8845464,9054216,9149290,,,,,9351666,0,0
209487,452393,1142892,3729571,3941161,3438658,3438757,3438768,3438774,,3438782,3864885,,6408113,8316344,8660796,9109744,9350927,9354605,,,,9351665,0,0
64914,445232,2201320,3483778,3911728,3438698,3438763,3438769,3438775,3438779,3438782,3864885,3864889,8119047,8314508,8755598,9102372,9135949,9352959,9655381,9845913,,9351665,0,0
191257,445600,788270,3777626,3941161,3438658,3438762,3438769,3438774,,3438782,3864885,3864890,7537485,8317006,8477184,9083976,9310318,,,,,9351666,0,0
65435,455916,2783518,3813421,3954283,,,,,,,,,4233787,8314281,9016184,9020265,,,,,,9351666,0,0
343870,450988,715528,3686077,3898606,,,,,,,,,7663105,8316886,8694035,9082685,9263718,9355123,,,10060070,9351665,1,0
160677,450883,3080997,3643889,3931034,3438658,3438762,3438769,3438774,,3438782,3864885,3864889,7015834,8317076,8620880,9088176,,,,,,9351666,0,0
422204,446305,2844800,3797148,3942526,3438699,3438763,3438769,3438775,3438778,3438782,3864885,3864888,7103433,8317719,8886468,9046617,9209485,9355908,,,10057853,9351665,0,0
390329,455916,2030014,3791087,3915001,3438725,3438760,3438769,3438772,3438778,3438782,3864885,3864888,7750474,8321249,8674754,9034996,9319430,9359116,,9977083,10038434,9351666,0,0
114975,451080,3200572,3749639,3922525,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,6792695,8317006,8784168,9096866,,9355236,9674789,,10043857,9351666,0,0
47427,454689,2318393,3708711,3911728,3438687,3438762,3438769,3438774,3438779,3438782,3864885,3864888,7929637,8316425,8820621,9055248,,9354680,,,,9351666,0,0
392643,455302,1077594,3687824,3893088,3438730,3438757,3438768,3438774,3438777,3438781,3864885,3864889,4052298,8317740,8387772,9115098,9220586,9355928,,,10089831,9351666,0,0
296553,456711,2206626,3811358,3942526,3438719,3438767,3438768,3438773,3438777,3438782,3864885,3864888,6195363,8316590,8579669,9085424,9277762,9354837,9537177,9947467,10027887,9351665,0,0
49948,456290,2593892,3843939,3923727,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,4506018,8313135,8343484,9084945,9119222,,,,,9351666,0,0
151985,447563,2947125,3683396,3942526,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864889,6371808,8317005,8710351,9103191,,9355235,,,,9351665,0,0
437138,449831,3124821,3599383,3895235,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,8031322,8315494,9012685,9083957,,9353819,,,,9351665,0,0
341236,451493,1467243,3641397,3871023,,,,,,,,,5158776,8316856,8689635,9042779,,,,,,9351666,0,0
316186,451537,1606733,3744789,3908932,3438658,3438758,3438768,3438775,,3438782,3864885,3864887,5016625,8317356,8618521,9023307,9262764,9355574,9563246,9936786,10067583,9351666,0,0
388985,454689,788270,3709648,3941161,3438658,3438760,3438769,3438772,,3438782,3864885,3864889,6346179,8316590,8586855,9048024,9295821,9354837,,,10083008,9351665,0,0
79108,450880,788270,3664851,3949143,3438658,3438763,3438769,3438775,3438778,3438782,3864885,,6873022,8316595,8449423,9113845,9328858,9354842,,,10076529,9351666,0,0
190335,455898,2078174,3709722,3910962,3438736,3438760,3438769,3438772,3438778,3438782,3864885,3864889,7386722,8315280,8345186,9051831,9163148,,,,,9351665,0,0
223276,451429,788270,3682457,3941161,3438738,3438757,3438768,3438774,3438778,3438782,3864885,3864889,4205148,8317496,8742253,9112909,9328004,9355713,,,10003721,9351665,0,0
121820,445838,1144867,3614125,3894894,3438658,3438758,3438768,3438775,,3438780,3864885,,6121255,8316424,8651364,9104635,9325616,9354679,,,,9351666,0,0
352475,450945,1274203,3464939,3918782,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,7404724,8316887,8744953,9030067,,9355124,,,10011854,9351665,0,0
419980,447610,3257010,3758040,3935358,3438749,3438758,3438768,3438775,3438778,3438782,3864885,3864888,4165100,8318200,8469381,9084361,9283460,9356347,9460640,9951528,10082938,9351665,0,0
239999,450879,927542,3824872,3911728,3438658,3438760,3438769,3438772,,3438782,3864885,,7231138,8317014,8636657,9037820,9331952,,,,,9351666,0,0
64855,455546,2159115,3584947,3874554,3438658,3438767,3438768,3438773,,3438782,3864885,3864888,5874861,8317718,8414417,9069852,9221894,9355907,,9907642,10048313,9351666,0,0
79187,447563,1455642,3619498,3911226,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864889,4210282,8315280,8970413,9071976,,9353612,,,10000814,9351665,0,0
84665,449173,2669403,3517097,3942526,3438725,3438760,3438769,3438772,3438777,3438782,3864885,3864888,7864048,8315281,8757386,9044071,9270363,9353613,,,10054114,9351666,0,0
72247,451212,1984053,3721483,3948513,3438668,3438761,3438769,3438773,3438778,3438782,3864885,3864887,6194985,8315279,8790452,9111792,9285276,9353611,,,,9351666,0,0
127573,445232,2396796,3674672,3918033,3438658,3438756,3438769,3438771,,3438782,3864885,,3966650,8313905,8931591,9050080,9182134,9352435,,,10084578,9351666,0,0
348585,449546,1044742,3803366,3910026,,,,,,,,,7669463,8317015,9011670,9051957,9162306,9355245,,9865138,,9351666,0,0
10857,450981,1933381,3852089,3905020,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,6309504,8313479,8357747,9072800,,9352055,,,10051019,9351666,0,0
227439,451541,899332,3790094,3941161,3438658,3438758,3438768,3438775,3438778,3438782,3864885,,4605608,8316846,9003014,9110885,9142283,9355083,,,,9351666,0,0
5514,451119,1816614,3503247,3922711,3438658,3438756,3438769,3438771,,3438781,3864885,,7140715,8316590,8860940,9110168,9163148,9354837,,,,9351666,0,0
104441,450879,2328540,3860979,3896932,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,4592860,8316176,8506779,9077563,9336215,,,,,9351666,0,0
376876,451880,2768413,3692074,3930829,3438711,3438766,3438768,3438772,3438778,3438782,3864885,3864889,6084780,8316461,8765467,9106024,9146898,,,9853848,,9351665,0,0
231489,450841,2024273,3705438,3958485,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864889,7926141,8316887,8804092,9083540,,9355124,9688237,,,9351665,0,0
184991,450895,3017078,3640725,3870888,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,7106964,8321366,8564840,9067982,9321509,9359226,,,10046610,9351666,0,0
427563,451429,1743370,3517097,3910066,3438658,3438761,3438769,3438773,,3438782,3864885,3864890,6055147,8316590,8887092,9085424,9127370,9354837,,,10055960,9351666,0,0
321543,456669,788270,3574061,3935048,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864890,5408927,8316966,8608706,9035113,9215913,,,,,9351665,0,0
362711,450879,1190078,3804642,3878387,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864890,6574222,8317091,8624130,9042883,,9355321,,,,9351666,0,0
199222,446943,709754,3448184,3939255,3438658,3438767,3438768,3438773,,3438782,3864885,3864889,7252699,8316595,8969157,9028870,9310653,9354842,,,,9351666,0,0
391586,451371,1069027,3645141,3894662,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,5913451,8315494,8914510,9018497,9136538,9353819,9762340,9846344,,9351666,0,0
143518,449372,788270,3845085,3900409,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,5979640,8315538,8494760,9108323,,9353862,,,,9351666,0,0
387789,455676,1682194,3542832,3907159,3438683,3438762,3438769,3438774,3438777,3438782,3864885,3864890,6341825,8320906,8588583,9103591,,9358801,,,,9351666,0,0
287897,449111,458138,3489302,3887950,,,,,,,,,6513935,8315516,8384905,9070878,9301945,9353840,,,10080692,9351665,0,0
187641,456669,1742505,3744789,3874554,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864889,7418583,8316592,8479449,9113351,9178889,,,,,9351666,0,0
40211,457145,1510690,3744789,3932009,3438686,3438762,3438769,3438774,3438778,3438782,3864885,3864889,7999982,8317499,8885537,9033667,9203797,9355716,9742784,9894926,10087588,9351666,0,0
280829,445825,2772844,3525364,3892159,3438711,3438766,3438768,3438772,3438777,3438782,3864885,3864889,6743083,8316887,8803662,9076979,9296611,9355124,,,,9351666,1,0
272725,451125,2933965,3769370,3909795,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,6954914,8315479,8842440,9065099,9265262,,,,,9351665,0,0
388138,450879,1191668,3571862,3878653,,,,,,,,,5154525,8315170,8539416,9106025,9280362,,,,,9351665,0,0
343870,450988,715528,3686077,3898606,,,,,,,,,5051691,8318529,8669812,9050718,9217408,,,,,9351665,0,0
41993,450879,1018335,3598806,3940592,3438658,3438761,3438769,3438773,3438778,3438782,3864885,,5934846,8316517,8525899,9033784,9331234,9354767,9500450,9985572,,9351666,0,0
347712,457309,628875,3730858,3892159,,,,,,,,,7436674,8317357,8514340,9019759,9337847,9355575,9492403,9990247,10056870,9351665,0,0
35465,446478,1028572,3605190,3894568,3438722,3438767,3438768,3438773,3438778,3438782,3864885,3864890,7752425,8316856,8632960,9055280,9164969,9355093,,,,9351665,0,0
320234,452512,2981662,3705639,3867800,3438684,3438762,3438769,3438774,3438778,3438782,3864885,3864887,7094634,8316893,8371770,9108772,9206290,9355130,,9896652,,9351666,0,0
126211,445232,3291634,3578193,3932009,3438658,3438760,3438769,3438772,,3438782,3864886,3864889,7659107,8316589,8797132,9110240,9329738,9354836,,,10025804,9351666,0,0
318977,450837,1825564,3730516,3951600,3438658,3438763,3438769,3438775,,3438781,3864885,3864888,6934877,8317006,8638050,9057827,9222103,9355236,,,,9351666,0,0
108981,446451,3224066,3547586,3901334,3438658,3438760,3438769,3438772,,3438782,3864885,3864890,4776624,8317094,8480047,9110409,,,,,,9351666,0,0
322261,450841,1783800,3496187,3869906,3438658,3438760,3438769,3438772,,3438782,3864885,3864890,6574222,8317091,8624130,9051669,,9355321,,,10031650,9351667,0,0
302241,451033,1272743,3620775,3894568,3438658,3438761,3438769,3438773,3438777,3438782,3864885,,6529059,8317093,8360472,9026803,9293807,,,,,9351666,0,0
58813,446951,2148545,3443934,3941161,3438658,3438756,3438769,3438771,,3438782,3864885,,6341499,8315493,8773998,9071324,,9353818,,,,9351666,0,0
397447,453966,2076560,3861552,3887378,3438658,3438757,3438768,3438774,,3438782,3864885,3864890,5224728,8320715,8603036,9111195,,,,,,9351665,0,0
317326,450722,2559361,3660748,3867800,3438725,3438760,3438769,3438772,3438778,3438782,3864885,3864888,4243434,8314550,8496590,9076927,9121730,,,,,9351666,0,0
82459,452512,1182453,3652015,3923729,3438683,3438762,3438769,3438774,3438777,3438782,3864885,3864889,6772578,8315784,8664996,9035963,9232230,,,,,9351666,0,0
191962,451663,2624058,3613314,3951816,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,6123053,8317023,8796238,9026706,,,,,,9351666,0,0
140538,451210,1465142,3615114,3905725,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,7106964,8321366,8564840,9044020,9321509,9359226,,,10046610,9351666,0,0
45846,450869,1514818,3781147,3899511,3438658,3438756,3438769,3438771,,3438781,3864885,,6498580,8315280,8630012,9058664,,9353612,,,10038086,9351666,0,0
213463,451371,1785721,3525364,3952582,3438658,3438757,3438768,3438774,3438777,3438782,3864885,,5745044,8316344,8669034,9098697,,9354605,9596789,,10016830,9351666,0,0
407925,456709,1618507,3804642,3959958,3438672,3438761,3438769,3438773,3438779,3438782,3864885,3864887,7887305,8316589,8666451,9052963,9118353,9354836,,,,9351665,0,0
364401,451999,2761804,3857234,3925829,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,7842774,8315498,8699032,9073868,9230131,,,,,9351666,0,0
113848,451091,1920632,3579547,3949848,3438714,3438760,3438769,3438772,3438777,3438781,3864885,,4428762,8315296,8871218,9081738,9231902,9353628,,9914746,10059185,9351666,0,0
10350,449098,1341206,3711563,3949143,3438658,3438756,3438769,3438771,,3438782,3864885,,6757902,8317006,8621425,9085326,,9355236,,,,9351666,0,0
111274,451535,2148545,3803798,3941161,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864890,7604235,8315280,8509734,9078122,,9353612,9489153,,10055874,9351666,0,0
360988,451412,1056143,3849938,3895538,3438658,3438758,3438768,3438775,,3438782,3864885,3864888,7812432,8316589,8399338,9075954,,9354836,9412725,,,9351666,0,0
355039,451877,830572,3709469,3901612,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864890,7832027,8315289,8473251,9086921,,9353621,,,10067756,9351666,0,0
251043,456645,1504498,3818148,3923727,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864890,8088196,8316591,8613002,9066941,,9354838,9559497,,10051722,9351666,1,0
267738,455916,2482355,3820562,3911728,3438658,3438762,3438769,3438774,,3438782,3864885,3864889,8092155,8316591,8761891,9103083,9118136,9354838,9659699,9833065,10002916,9351666,1,0
358427,454689,3434371,3816322,3894568,3438703,3438760,3438769,3438772,3438777,3438782,3864886,3864889,5306423,8317357,8338761,9085721,9185568,9355575,9371228,9882005,,9351666,0,0
7549,449113,565259,3803366,3887948,3438725,3438760,3438769,3438772,3438778,3438782,3864885,3864887,4875080,8316581,8998226,9034286,9294797,9354828,,,,9351665,0,0
101014,451542,3144487,3828330,3956651,3438730,3438757,3438768,3438774,3438778,3438781,3864885,3864890,6326067,8314167,9002172,9084012,,,,,,9351666,0,0
370179,450880,2093733,3763313,3949144,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,7724083,8315279,8476305,9092468,,9353611,9465482,,10005517,9351666,0,0
24213,451663,2345695,3597221,3873347,,,,,,,,,5512800,8315565,8542917,9078025,9190423,,,,,9351666,0,0
58498,444945,680900,3473578,3875239,3438658,3438761,3438769,3438773,,3438782,3864885,,7073184,8315280,8854376,9060902,9188334,9353612,,9883968,10022209,9351665,0,0
405291,447553,677511,3549158,3894264,3438686,3438762,3438769,3438774,3438778,3438782,3864885,3864889,6927327,8313607,8546394,9038954,9232124,,,,,9351665,0,0
181635,451537,1034475,3803798,3911728,3438694,3438763,3438769,3438775,3438777,3438782,3864885,3864888,5256878,8321103,8577469,9047384,9259848,,,,,9351665,0,0
293851,447553,2271805,3591673,3942526,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,7703381,8321119,8935301,9072163,,9358996,,,,9351665,0,0
422760,451537,2631585,3458083,3952443,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864889,4775850,8313905,8943341,9078112,9314104,9352435,9781762,9973255,,9351666,0,0
200052,453593,3125929,3508368,3878055,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,5996132,8315479,8825986,9024491,9179160,,9702951,9877361,,9351665,1,0
280690,445307,2292431,3714869,3923727,3438702,3438764,3438769,3438776,3438778,3438782,3864885,3864887,7432162,8315494,8888545,9091602,,9353819,,,10055180,9351666,0,0
156732,450658,851360,3768838,3874640,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864890,7480959,8316588,8404212,9026884,9345952,,,,,9351666,0,0
76777,450880,2780258,3559548,3911728,,,,,,,,,6182814,8317006,8322826,9083976,9173728,9355236,,,10062504,9351666,0,0
369003,446872,1802603,3440894,3893631,3438658,3438767,3438768,3438773,,3438782,3864885,3864890,7864627,8316758,8851107,9080135,9338472,,,,,9351666,0,0
328893,456921,1641267,3690405,3912082,3438737,3438757,3438768,3438774,3438778,3438782,3864885,3864888,5863123,8315268,8747772,9078331,9332942,,,,,9351665,0,0
66368,451731,2011205,3790513,3913283,,,,,,,,,5014945,8319070,8470331,9034085,9172894,9357145,,,,9351666,0,0
116922,450879,885128,3651676,3894568,3438719,3438767,3438768,3438773,3438777,3438782,3864885,3864888,8119493,8316589,8328662,9066256,,9354836,,,,9351665,0,0
345853,455655,3327629,3464463,3936406,,,,,,,,,6834759,8316590,8487026,9052627,,9354837,,,10029976,9351666,0,0
224502,446305,2249890,3529195,3914572,,,,,,,,,7912376,8316887,8629324,9042246,,9355124,9570454,,10022676,9351665,0,0
268931,450895,1508950,3510225,3905994,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,5623210,8316988,8426296,9082199,9154119,9355218,9431333,9859141,,9351665,0,0
347566,449091,762132,3503247,3905994,,,,,,,,,7531898,8316776,8559836,9040071,,9355016,,,,9351666,0,0
279989,456463,2012295,3713204,3874248,3438658,3438762,3438769,3438774,3438778,3438782,3864885,,6122902,8316856,8875876,9091216,,9355093,,,10057070,9351666,0,0
372540,455916,788270,3594139,3941161,3438696,3438763,3438769,3438775,3438778,3438782,3864885,3864887,5447437,8315578,8614427,9105712,9276889,,,,,9351665,0,0
427291,456148,1080014,3674672,3942526,3438658,3438764,3438769,3438776,,3438782,3864885,3864890,6975164,8315366,8486453,9041403,9314641,9353697,,,,9351666,0,0
246586,450094,1439756,3439451,3878111,3438751,3438758,3438768,3438775,3438779,3438782,3864885,3864888,7093645,8317356,8596714,9064110,9320375,9355574,,,,9351665,0,0
336284,455916,1183556,3736769,3910026,3438658,3438763,3438769,3438775,,3438781,3864885,,5082267,8315711,8760951,9074516,9207043,9354031,9659048,9897180,,9351665,0,0
120761,445589,2402257,3752845,3913784,,,,,,,,,7731164,8321701,8663099,9083217,9234711,9359545,9592837,9916778,10060560,9351665,0,0
28428,450879,1127915,3803798,3911728,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,7400804,8316796,8511225,9048063,,9355036,,,10028345,9351666,0,0
53427,451091,3263370,3822657,3865080,3438658,3438760,3438769,3438772,,3438782,3864885,3864890,5059880,8316776,8906640,9062517,,,,,,9351666,0,0
200931,451091,3378819,3594139,3910026,3438736,3438760,3438769,3438772,3438778,3438782,3864885,3864889,8007789,8315494,8365286,9101243,,9353819,9389208,,,9351665,0,0
306328,452512,1052172,3517097,3941161,3438658,3438767,3438768,3438773,,3438782,3864885,3864889,8077429,8315276,8831814,9027905,9347961,9353608,,9997424,,9351666,0,0
155074,451091,682049,3816046,3894568,3438703,3438760,3438769,3438772,3438778,3438782,3864886,3864888,4529886,8317152,8375846,9030691,9171865,9355380,,9872108,,9351666,0,0
361896,446139,2520396,3628671,3963334,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,6740475,8316592,8899377,9079916,,9354839,9752055,,10079184,9351666,0,0
19363,450462,1051391,3503247,3923397,3438658,3438760,3438769,3438772,,3438782,3864885,,6759346,8315281,8938181,9107798,9231776,9353613,9778217,9914657,,9351666,0,0
285087,455916,1200646,3732948,3894568,3438685,3438762,3438769,3438774,3438778,3438782,3864885,3864888,5176003,8316294,8404000,9082037,,,,,,9351666,0,0
51784,450895,1607570,3467036,3897262,3438658,3438757,3438768,3438774,,3438782,3864885,3864888,4771432,8316580,8948280,9102080,9305974,9354827,,,10001337,9351666,0,0
87586,449098,1330039,3749243,3915737,3438658,3438762,3438769,3438774,,3438782,3864885,,7860764,8315494,8917115,9045196,9310334,9353819,,,,9351665,0,0
322261,450841,1783800,3496187,3869906,3438658,3438760,3438769,3438772,,3438782,3864885,3864890,4457072,8315296,8782845,9031674,9162545,,,,,9351665,0,0
430221,451206,621555,3663622,3911728,3438658,3438762,3438769,3438774,,3438780,3864885,,6598608,8315581,8955984,9107683,,9353903,,,10075909,9351666,0,0
419182,451267,709756,3751860,3877938,3438666,3438761,3438769,3438773,3438777,3438782,3864885,3864888,6439570,8316992,8359606,9046176,9201124,9355222,,9893035,10076130,9351666,0,0
409943,452456,1031876,3562581,3911728,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,5943618,8317003,8596944,9090313,9250117,9355233,,,10024590,9351666,0,0
253955,449113,3223156,3824031,3956651,3438705,3438765,3438768,3438771,3438778,3438782,3864885,3864888,5087094,8316875,8639979,9095836,,9355112,9577454,,,9351666,0,0
86938,451999,1743341,3511531,3959958,,,,,,,,,6020218,8316931,8731626,9076786,9179431,9355168,,,10000561,9351666,0,0
255557,455806,3318896,3653158,3933077,3438658,3438757,3438768,3438774,3438778,3438782,3864885,,8133917,8316590,8670419,9084238,9187516,9354837,9597735,9883396,10061501,9351665,0,0
